sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
1,2,2001,431.88,1.17,708.7609,0.52,1.25,11.1722288,20.4483925,81.3795,8.7,7.047,8.51545
2,1,2001,882.70001,1.89,1773.4914,0.42,1.57,337.7506266,-49.4341037,40.8707,6.81,5.354,6.65761
1,3,2001,2391.0,3.6,171.621,0.098,1.06,164.8647611,40.4304931,13.7967,5.03352,3.75,4.87837
1,2,2001,6.2764187,0.0702,608.32357,0.1581,1.17,124.5935429,61.4608518,60.8447,8.2,6.743,8.04611
2,1,2001,879.19,1.92,1655.886,0.4201,1.22,337.7506266,-49.4341037,40.8707,6.81,5.354,6.65761
2,1,2001,951.0,2.03,1430.235,0.45,1.22,337.7506266,-49.4341037,40.8707,6.81,5.354,6.65761
1,3,2001,2287.0,3.404,157.96072,0.179,1.01,164.8647611,40.4304931,13.7967,5.03352,3.75,4.87837
1,1,2001,730.6,1.596,778.7,0.102,1.01,54.9281897,-52.9162344,33.4591,7.12,5.705,6.96235
2,1,2001,111.428,0.46,1303.05,0.933,0.97,140.6569501,50.6037764,66.4711,9.06,7.316,8.82008
1,3,2001,2151.0,3.38,3264.0,0.6405,1.1,84.2992798,-80.4646041,18.2702,5.65,4.241,5.5128
1,3,2001,2091.2,3.22,3070.2378,0.6394,1.02,84.2992798,-80.4646041,18.2702,5.65,4.241,5.5128
1,2,2001,431.88,1.164,657.9,0.519,1.13,11.1722288,20.4483925,81.3795,8.7,7.047,8.51545
1,2,2001,385.54,1.044,1919.68358,0.0629,1.02,66.6100461,-10.5510754,39.3809,7.8,6.185,7.62682
1,2,2001,6.27711,0.07,626.1251,0.12,1.28,124.5935429,61.4608518,60.8447,8.2,6.743,8.04611
2,1,2001,111.43639,0.4602,1322.16617,0.93043,1.05,140.6569501,50.6037764,66.4711,9.06,7.316,8.82008
1,2,2001,6.27711,0.0704,591.0,0.1249,1.18,124.5935429,61.4608518,60.8447,8.2,6.743,8.04611
3,1,2001,71.479,0.3399,2247.04684,0.1132,1.03,287.2632091,34.6006972,40.9727,7.97,6.375,7.86705
1,2,2001,379.0,1.02,1875.197,0.05,1.02,66.6100461,-10.5510754,39.3809,7.8,6.185,7.62682
1,3,2001,2093.07,3.1,3184.6566,0.637,1.09,84.2992798,-80.4646041,18.2702,5.65,4.241,5.5128
1,3,2001,2091.0,3.308,4099.98645,0.641,1.09,84.2992798,-80.4646041,18.2702,5.65,4.241,5.5128
1,1,2001,829.5,1.634,245.0457,0.059,0.85,11.1125532,-26.5150392,34.1937,7.783,6.163,7.61066
1,1,2001,730.59998,1.6,829.5363,0.1,1.12,54.9281897,-52.9162344,33.4591,7.12,5.705,6.96235
3,1,2001,71.484,0.34,2552.1749,0.11,1.24,287.2632091,34.6006972,40.9727,7.97,6.375,7.86705
1,1,2001,828.0,1.65,260.6206,0.05,0.9,11.1125532,-26.5150392,34.1937,7.783,6.163,7.61066
1,1,2001,832.97,1.662,257.4423,0.042,0.88,11.1125532,-26.5150392,34.1937,7.783,6.163,7.61066
1,2,2001,496.9,1.169,328.6,0.085,0.85,198.1818436,-2.2649921,21.0628,7.56,5.475,7.31783
1,1,2001,828.0,1.65,255.5,0.052,0.87,11.1125532,-26.5150392,34.1937,7.783,6.163,7.61066
1,2,2001,492.56,1.164,328.31674,0.126,0.87,198.1818436,-2.2649921,21.0628,7.56,5.475,7.31783
3,1,2001,71.511,0.345,2336.0505,0.139,1.06,287.2632091,34.6006972,40.9727,7.97,6.375,7.86705
1,2,2001,383.0,1.03,1811.631,0.07,0.99,66.6100461,-10.5510754,39.3809,7.8,6.185,7.62682
2,3,2001,349.7,1.02,397.27,0.17,1.23,1.5836771,-49.0753625,26.1853,5.7,4.474,5.58442
1,2,2002,1765.0389,2.774,2559.47216,0.373,0.91,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
1,2,2002,1724.0,2.82,1554.12,0.37,1.0,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
2,5,2002,5360.0,5.9,1287.2115,0.16,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2002,4825.0,5.503,1232.493,0.019,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2002,4517.4,5.257,1243.35096,0.327,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
1,1,2002,1535.0,2.655,3178.28407,0.48,1.05,183.3730583,10.0404302,38.185,7.41,5.929,7.26281
1,1,2002,1600.0,2.7033,2419.538,0.471,1.03,183.3730583,10.0404302,38.185,7.41,5.929,7.26281
1,1,2002,1531.0,2.611,2199.29,0.482,1.01,183.3730583,10.0404302,38.185,7.41,5.929,7.26281
1,2,2002,397.5,1.06,543.47,0.17,1.0,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
1,2,2002,395.8,1.038,409.98,0.082,0.95,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
1,2,2002,395.4,1.051,432.23,0.07,0.99,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
2,1,2002,1135.0,2.08,266.97,0.32,0.93,198.1833997,-31.8746756,37.8063,6.68,5.136,6.51382
1,2,2002,1708.0,2.8145,575.884,0.031,1.02,31.1423525,25.4135632,37.8478,7.43,5.861,7.24746
1,2,2002,454.2,1.086,460.83,0.345,0.83,219.0032292,9.7454368,16.3292,7.48,5.142,7.16719
1,2,2002,458.6,1.099,692.84,0.25,0.84,219.0032292,9.7454368,16.3292,7.48,5.142,7.16719
1,2,2002,422.0,1.02,816.79,0.31,0.8,219.0032292,9.7454368,16.3292,7.48,5.142,7.16719
1,1,2002,653.22,1.4877,2960.78,0.41,1.03,238.0735585,-18.4359716,33.3622,7.25,5.764,7.09149
3,1,2002,1300.0,2.4,889.924,0.19,1.13,309.4637796,-60.6347649,50.6742,7.5,6.034,7.3407
3,1,2002,1392.0,2.65,1493.79351,0.2,1.27,309.4637796,-60.6347649,50.6742,7.5,6.034,7.3407
1,1,2002,1183.0,2.2,1557.3,0.67,0.98,6.0851069,-56.649988,85.6922,9.0,7.549,8.85974
1,1,2002,1391.0,2.5,400.45,0.14,1.25,343.4094703,-48.5986332,32.9834,6.03,4.612,5.88357
1,1,2002,1359.0,2.57,1334.87931,0.31,1.22,343.6639631,-70.0733957,26.6902,6.04,4.518,5.89397
1,1,2002,1294.0,2.4,667.443,0.33,1.15,343.6639631,-70.0733957,26.6902,6.04,4.518,5.89397
1,2,2002,1620.0,2.6,2447.291,0.22,0.95,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,2,2002,2514.53422,3.604,2670.7121,0.207,0.98,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,3,2002,153.0,0.54,273.32,0.1,0.91,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,154.46,0.53,193.87,0.055,0.78,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,154.378,0.53364,214.53525,0.054,0.85,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,1942.0,2.95,320.99,0.4,0.91,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,843.6,1.64,190.69,0.14,0.78,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,885.5,1.71,207.22516,0.125,0.85,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
3,1,2002,264.15,0.846,1274.44,0.252,1.15,91.1253346,44.2597855,34.0883,6.75512,5.452,6.59963
1,1,2002,434.9,1.12,1271.32,0.3,0.98,99.448958,-32.3394531,122.536,5.25,2.383,4.88004
1,1,2002,712.13,1.93,2330.0,0.2,2.1,99.448958,-32.3394531,122.536,5.25,2.383,4.88004
1,1,2002,4.948,0.0568,38.14,0.0,1.0,102.8773483,40.8672284,43.0399,8.1,6.432,7.91841
1,1,2002,1293.0,2.353,1574.464,0.501,1.04,103.678273,24.2451409,31.1664,6.8561,5.467,6.69786
1,1,2002,1254.6,2.22,1200.0,0.51,1.06,103.678273,24.2451409,31.1664,6.8561,5.467,6.69786
1,2,2002,2185.0,3.24,810.43,0.18,0.95,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,2,2002,3383.0,4.511,1001.12,0.271,1.07,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,2,2002,3549.39854,4.691,949.67128,0.257,1.09,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,2,2002,190.5,0.66,953.49,0.34,1.05,129.318331,-41.3184231,97.2396,8.99,7.302,8.79682
1,2,2002,188.9,0.65,715.09,0.29,1.01,129.318331,-41.3184231,97.2396,8.99,7.302,8.79682
1,1,2002,3.971,0.049,62.61251,0.0,1.0,133.4782248,-66.8004747,60.8831,8.16,6.5,7.97348
1,2,2002,2.98553,0.0375,108.0622,0.052,0.79,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
1,1,2002,227.0,0.757,572.07,0.297,1.12,21.3033807,28.5660169,44.8264,7.12,5.784,6.98345
1,2,2002,511.098,1.275,2803.1,0.7124,1.05,231.2323227,58.9661403,31.32832,3.29668,0.671,2.96828
1,2,2002,510.72,1.27,2765.10714,0.713,1.05,231.2323227,58.9661403,31.32832,3.29668,0.671,2.96828
1,2,2002,510.8544,1.453,3756.73177,0.701,1.54,231.2323227,58.9661403,31.32832,3.29668,0.671,2.96828
1,2,2002,536.0,1.3,2828.6,0.7,1.05,231.2323227,58.9661403,31.32832,3.29668,0.671,2.96828
2,1,2002,1132.7,2.094,283.50294,0.098,0.96,198.1833997,-31.8746756,37.8063,6.68,5.136,6.51382
2,1,2002,1121.79,2.067,262.20975,0.079,0.94,198.1833997,-31.8746756,37.8063,6.68,5.136,6.51382
1,2,2002,3570.0,4.652,905.81096,0.269,1.05,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,2,2002,188.3,0.65,978.9164,0.19,1.14,129.318331,-41.3184231,97.2396,8.99,7.302,8.79682
2,1,2002,1114.0,2.11,301.93,0.167,1.0,198.1833997,-31.8746756,37.8063,6.68,5.136,6.51382
2,1,2002,1114.0,2.1,346.4347,0.17,1.24,198.1833997,-31.8746756,37.8063,6.68,5.136,6.51382
1,1,2002,1311.0,2.56,400.4,0.07,1.3,343.4094703,-48.5986332,32.9834,6.03,4.612,5.88357
1,2,2002,3630.0,4.77,1048.8,0.269,1.09,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,1,2002,3.97097,0.05,66.7443,0.09,0.99,133.4782248,-66.8004747,60.8831,8.16,6.5,7.97348
1,1,2002,227.04,0.75,561.28497,0.306,1.09,21.3033807,28.5660169,44.8264,7.12,5.784,6.98345
1,1,2002,1334.28,2.497,706.53609,0.317,1.17,343.6639631,-70.0733957,26.6902,6.04,4.518,5.89397
1,1,2002,1336.0,2.501,1233.17422,0.318,1.17,343.6639631,-70.0733957,26.6902,6.04,4.518,5.89397
1,1,2002,227.55,0.77,670.6213,0.288,1.12,21.3033807,28.5660169,44.8264,7.12,5.784,6.98345
1,2,2002,3658.0,4.74,1001.1645,0.22,1.06,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
3,1,2002,1378.0,2.51,1010.6994,0.23,1.31,309.4637796,-60.6347649,50.6742,7.5,6.034,7.3407
1,2,2002,1679.0,2.86,581.6,0.017,1.0,31.1423525,25.4135632,37.8478,7.43,5.861,7.24746
1,2,2002,1708.0,2.9,610.0,0.031,1.0,31.1423525,25.4135632,37.8478,7.43,5.861,7.24746
3,1,2002,1393.0,2.585,1446.11925,0.178,1.18,309.4637796,-60.6347649,50.6742,7.5,6.034,7.3407
1,2,2002,3658.0,4.75,1223.6455,0.22,1.43,128.5128072,-1.5686323,51.8949,7.46,5.982,7.3107
1,2,2002,2770.0,3.95,3321.2,0.193,0.98,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,1,2002,227.0,0.76,645.1949,0.3,1.34,21.3033807,28.5660169,44.8264,7.12,5.784,6.98345
1,1,2002,1256.0,2.32,578.4506,0.29,1.06,343.6639631,-70.0733957,26.6902,6.04,4.518,5.89397
1,2,2002,2770.0,3.81,3006.6718,0.19,0.93,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,1,2002,3.97097,0.0511,74.05439,0.095,1.13,133.4782248,-66.8004747,60.8831,8.16,6.5,7.97348
1,1,2002,8.4282,0.08,3127.4472,0.28,0.42,267.6599252,-40.3184646,30.8248,9.1,6.539,8.75949
1,1,2002,6.4045,0.06504,72.90984,0.098,0.89,275.4573269,-11.9229757,41.5681,7.95,6.253,7.77169
1,2,2002,1696.7,2.861,589.57169,0.025,1.08,31.1423525,25.4135632,37.8478,7.43,5.861,7.24746
3,1,2002,263.84,0.855,1217.2,0.269,1.16,91.1253346,44.2597855,34.0883,6.75512,5.452,6.59963
1,1,2002,1222.8,2.265,1382.55357,0.459,1.04,103.678273,24.2451409,31.1664,6.8561,5.467,6.69786
1,2,2002,2.98565,0.039,120.7754,0.013,0.9,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
3,1,2002,1321.0,2.43,959.8466,0.3,1.1,309.4637796,-60.6347649,50.6742,7.5,6.034,7.3407
3,1,2002,265.36,0.8669,1207.74795,0.251,1.23,91.1253346,44.2597855,34.0883,6.75512,5.452,6.59963
1,2,2002,394.48,1.053,426.0,0.128,0.97,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
1,1,2002,1531.0,2.61,2202.5619,0.48,1.01,183.3730583,10.0404302,38.185,7.41,5.929,7.26281
1,1,2002,10.8985,0.102,82.95,0.53,1.22,186.4409852,-64.0223492,38.92,6.99,5.721,6.85345
1,2,2002,395.38,1.052,419.5335,0.144,1.0,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
1,1,2002,1600.0,2.7,2402.7948,0.471,1.06,183.3730583,10.0404302,38.185,7.41,5.929,7.26281
1,1,2002,1120.0,2.2,1999.1507,0.71,1.23,6.0851069,-56.649988,85.6922,9.0,7.549,8.85974
1,1,2002,1293.0,2.41,1640.0028,0.501,1.11,103.678273,24.2451409,31.1664,6.8561,5.467,6.69786
1,1,2002,6.404,0.07,85.8141,0.11,1.07,275.4573269,-11.9229757,41.5681,7.95,6.253,7.77169
1,3,2002,154.26,0.5253,206.58846,0.05,0.81,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,3,2002,887.7,1.687,205.63498,0.126,0.81,84.2599947,20.7289784,31.6634,7.68,5.952,7.47238
1,2,2002,2.9857,0.04,108.0622,0.01,0.79,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
1,2,2002,2.985628,0.0406,127.76702,0.012,1.0,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
1,2,2002,1766.0,2.864,1581.138,0.359,0.91,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
1,2,2002,1796.4,2.8,1506.45,0.338,0.9,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
1,1,2002,4.9437,0.058,36.549,0.29,0.99,102.8773483,40.8672284,43.0399,8.1,6.432,7.91841
1,2,2002,2524.4,3.58,2568.0664,0.184,0.99,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,2,2002,2.985625,0.0406,127.127,0.008,0.95,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
1,2,2002,2.985698,0.0406,126.491,0.012,0.95,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
2,5,2002,5218.0,5.77,1218.827,0.025,0.9,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2002,5370.0,5.84,1220.42,0.063,0.9,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2002,4867.0,5.446,1226.77,0.0269,0.9,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2002,4909.0,5.47,1121.89,0.02,0.9,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
1,2,2002,2527.83,3.704,2740.33026,0.162,1.05,70.4770964,-58.0208085,55.5867,8.41,6.715,8.21511
1,2,2002,1766.41,2.83,1541.46777,0.3674,0.97,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
2,5,2002,5574.2,5.957,991.6,0.13,0.91,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
3,1,2002,264.14999,0.85,1484.2661,0.25,1.45,91.1253346,44.2597855,34.0883,6.75512,5.452,6.59963
1,1,2002,4.94724,0.058,36.51848,0.06,1.06,102.8773483,40.8672284,43.0399,8.1,6.432,7.91841
1,2,2002,2.98566,0.04067,129.99182,0.074,1.01,144.2994103,-43.272721,40.8991,8.23,6.444,8.0265
1,2,2002,394.48123,1.04,451.3186,0.13,1.1,187.6126029,22.8794399,59.5175,8.76,7.06,8.57502
1,1,2002,4.94737,0.06,31.783,0.09,1.03,102.8773483,40.8672284,43.0399,8.1,6.432,7.91841
1,2,2002,1773.40002,2.93,1481.0878,0.37,0.9,242.6021014,43.8163621,17.9323,6.61935,4.714,6.383
1,1,2002,653.21997,1.5,3079.7727,0.41,1.09,238.0735585,-18.4359716,33.3622,7.25,5.764,7.09149
2,5,2002,4820.0,5.54,908.98924,0.139,0.97,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
1,1,2002,6.403,0.065,73.1009,0.081,0.88,275.4573269,-11.9229757,41.5681,7.95,6.253,7.77169
1,1,2002,6.404,0.0659,78.819,0.107,0.93,275.4573269,-11.9229757,41.5681,7.95,6.253,7.77169
1,1,2002,4.94737,0.058,33.4,0.087,1.06,102.8773483,40.8672284,43.0399,8.1,6.432,7.91841
1,2,2002,453.28,1.088,635.65681,0.283,0.84,219.0032292,9.7454368,16.3292,7.48,5.142,7.16719
1,1,2002,10.901,0.104,127.132,0.498,1.27,186.4409852,-64.0223492,38.92,6.99,5.721,6.85345
1,1,2002,1240.0,2.339,1859.29618,0.482,1.1,103.678273,24.2451409,31.1664,6.8561,5.467,6.69786
1,2,2002,453.019,1.084,562.24127,0.303,0.83,219.0032292,9.7454368,16.3292,7.48,5.142,7.16719
1,1,2002,653.22,1.52,3080.0,0.41,1.1,238.0735585,-18.4359716,33.3622,7.25,5.764,7.09149
1,1,2002,8.428198,0.074,4580.0,0.277,0.75,267.6599252,-40.3184646,30.8248,9.1,6.539,8.75949
1,2,2003,1169.13202,2.148,2531.50326,0.214,0.96,192.2159553,-68.4246679,28.9571,7.59,5.898,7.40535
1,2,2003,1118.0,1.9,2129.461,0.19,0.75,192.2159553,-68.4246679,28.9571,7.59,5.898,7.40535
1,2,2003,1818.82339,3.075,2437.42605,0.246,1.17,276.9561859,-29.8167919,37.6048,5.9,4.688,5.77641
1,2,2003,1832.0,3.29,2828.67282,0.23,1.4,276.9561859,-29.8167919,37.6048,5.9,4.688,5.77641
2,2,2003,2891.0,3.92,477.361,0.36,0.96,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
2,2,2003,2854.0,3.9,572.09113,0.34,1.0,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
3,1,2003,466.2,1.305,435.41,0.063,1.36,48.1943193,-1.1963955,22.5242,5.06345,3.748,4.93038
1,1,2003,118.45,0.46,206.5895,0.37,0.9,343.9748751,-26.6595286,36.6625,8.11,6.311,7.91638
2,1,2003,1561.0,2.772,2450.37,0.266,1.16,57.0018601,40.5307308,52.0018,7.26122,5.874,7.10356
2,1,2003,1535.11912,2.694,3786.60764,0.282,1.1,57.0018601,40.5307308,52.0018,7.26122,5.874,7.10356
1,1,2003,62.218,0.295,72.78,0.596,0.88,9.8387218,21.2488844,11.1336,5.88437,3.999,5.65255
1,1,2003,2231.0,3.3,640.0,0.1,1.0,125.3661079,-39.7044432,29.276,7.17,5.574,6.99211
1,2,2003,51.645,0.292,572.07,0.627,1.24,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,51.63564,0.28,532.36258,0.636,1.1,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2473.0,3.85,2561.6,0.432,1.24,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2448.48726,3.678,2753.98315,0.377,1.1,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,442.4,1.151,476.725,0.203,1.04,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,219.3,0.7209,476.725,0.425,1.04,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
2,1,2003,903.3,2.05,587.96,0.049,1.4,354.8358233,77.6331009,14.1024,3.23006,1.038,2.92627
1,1,2003,199.68,0.715,1766.80811,0.047,1.22,181.3157854,76.9053359,100.576,5.79389,3.274,5.49698
1,1,2003,199.505,0.95,2637.9,0.09,2.3,181.3157854,76.9053359,100.576,5.79389,3.274,5.49698
2,1,2003,905.574,2.13,540.3,0.12,1.59,354.8358233,77.6331009,14.1024,3.23006,1.038,2.92627
1,2,2003,1831.9,3.282,1115.57771,0.257,1.41,276.9561859,-29.8167919,37.6048,5.9,4.688,5.77641
2,1,2003,1565.0,2.88,2574.423,0.292,1.1,57.0018601,40.5307308,52.0018,7.26122,5.874,7.10356
1,2,2003,2102.0,3.6,1283.98,0.33,1.4,276.9561859,-29.8167919,37.6048,5.9,4.688,5.77641
1,2,2003,51.63603,0.2844,554.61057,0.6536,1.15,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,51.6385,0.2916,565.078,0.638,1.1,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2448.9,3.82,2541.579,0.3829,1.1,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2448.6,3.726,2431.38731,0.3691,1.15,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
2,1,2003,1561.0,2.77,2870.0049,0.27,1.47,57.0018601,40.5307308,52.0018,7.26122,5.874,7.10356
1,2,2003,2446.0,3.823,3127.43152,0.3805,1.24,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
2,2,2003,2915.0,4.01,495.79,0.313,0.98,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
3,1,2003,535.7,1.42,533.9544,0.3,1.34,48.1943193,-1.1963955,22.5242,5.06345,3.748,4.93038
2,1,2003,1570.0,2.901,4640.29474,0.292,1.32,57.0018601,40.5307308,52.0018,7.26122,5.874,7.10356
1,1,2003,22.017,0.148,139.8452,0.146,0.89,16.1663441,-39.4904909,42.358,7.72,6.187,7.5609
2,2,2003,2892.2,3.955,474.19998,0.3274,0.99,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
2,2,2003,2915.03687,3.97,489.4582,0.31,0.99,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
1,2,2003,441.2,1.18,556.0,0.219,1.08,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,441.47,1.18306,534.25,0.162,1.08,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,219.3,0.747,639.0,0.359,1.08,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,220.078,0.74345,622.603,0.3663,1.08,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,441.93,1.189,489.13792,0.142,1.15,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,219.929,0.747,525.05253,0.421,1.15,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,1,2003,937.7,1.65,394.09,0.23,0.68,197.6652124,-35.0561807,27.9243,8.73,6.351,8.41823
1,1,2003,118.45,0.46,181.1631,0.37,0.74,343.9748751,-26.6595286,36.6625,8.11,6.311,7.91638
1,1,2003,21.998,0.14,155.7367,0.17,1.1,16.1663441,-39.4904909,42.358,7.72,6.187,7.5609
1,1,2003,2068.0,3.18,587.9855,0.03,0.96,125.3661079,-39.7044432,29.276,7.17,5.574,6.99211
1,2,2003,51.643,0.294,591.14,0.636,1.27,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,51.638,0.29169,565.71,0.63,1.24,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2025.0,3.4,1960.93,0.583,1.27,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,2,2003,2520.0,3.9,2606.1,0.38,1.24,130.6047813,4.5772338,57.603,7.61,6.209,7.46934
1,1,2003,2068.0,3.23,626.0,0.034,1.05,125.3661079,-39.7044432,29.276,7.17,5.574,6.99211
1,1,2003,386.29999,1.06,530.7761,0.5,1.07,239.418989,-60.2006948,35.5318,7.33,5.892,7.17789
3,2,2003,577.6,1.301,411.58985,0.27,0.87,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
1,2,2003,1143.0,1.97,2269.3062,0.2,0.84,192.2159553,-68.4246679,28.9571,7.59,5.898,7.40535
1,1,2003,937.70001,1.73,362.3262,0.23,0.6,197.6652124,-35.0561807,27.9243,8.73,6.351,8.41823
1,1,2003,62.25,0.295,72.46524,0.645,0.8,9.8387218,21.2488844,11.1336,5.88437,3.999,5.65255
1,2,2003,435.1,1.18,584.8072,0.18,1.15,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,2,2003,219.4,0.75,587.9855,0.38,1.15,143.7114034,-12.1302976,27.5902,6.54993,5.105,6.38964
1,1,2003,2101.0,3.295,1239.53079,0.04,1.08,125.3661079,-39.7044432,29.276,7.17,5.574,6.99211
1,1,2003,2124.54,3.318,633.43519,0.175,1.08,125.3661079,-39.7044432,29.276,7.17,5.574,6.99211
2,2,2003,3902.0,4.8,422.7,0.48,0.96,300.9092476,29.894541,16.0069,5.738,4.076,5.55436
3,2,2003,613.09998,1.37,375.0394,0.41,0.88,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
1,2,2003,1168.69,2.051,2374.1782,0.2083,0.83,192.2159553,-68.4246679,28.9571,7.59,5.898,7.40535
1,2,2003,1143.0,1.97,2161.15,0.2,0.78,192.2159553,-68.4246679,28.9571,7.59,5.898,7.40535
2,1,2003,528.4,1.32,385.0,0.26,1.11,246.0057894,-39.1929661,12.9032,5.37,3.933,5.22664
1,1,2003,62.197,0.28,63.56,0.63,0.9,9.8387218,21.2488844,11.1336,5.88437,3.999,5.65255
1,1,2003,62.242,0.2955,69.98582,0.614,0.89,9.8387218,21.2488844,11.1336,5.88437,3.999,5.65255
1,1,2003,62.206,0.296,72.1,0.618,0.9,9.8387218,21.2488844,11.1336,5.88437,3.999,5.65255
1,1,2003,386.3,1.05,515.0,0.5,1.03,239.418989,-60.2006948,35.5318,7.33,5.892,7.17789
3,2,2003,613.1,1.37,384.5743,0.41,0.92,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
3,2,2003,572.4,1.3,400.45,0.0,1.0,118.4209646,-63.6466892,35.1205,7.97,6.329,7.7943
1,1,2003,63.33,0.33,479.9233,0.03,1.62,209.3199062,-56.0404085,41.6592,7.54,6.124,7.39023
1,1,2003,21.998,0.14,123.95,0.17,0.79,16.1663441,-39.4904909,42.358,7.72,6.187,7.5609
1,1,2003,63.33,0.33,388.0,0.03,1.18,209.3199062,-56.0404085,41.6592,7.54,6.124,7.39023
2,5,2004,43.93,0.24,68.96911,0.44,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2004,44.4175,0.241376,54.4738,0.02,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2004,2.808,0.038,14.30235,0.174,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
2,5,2004,0.7365515,0.015691,8.13928,0.04,0.95,133.1468373,28.3298154,12.5855,5.95084,4.015,5.72973
1,1,2004,2.6441,0.0278,21.294,0.12,0.41,175.5505363,26.7030669,9.75321,10.67,6.073,9.57148
