sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
1,4,2018,14.76289,0.18041,10.7,0.0,0.83,349.3843458,1.3001522,154.961,12.075,9.971,11.804
1,1,2018,14.893291,0.1206,100.11645,0.478,1.06,233.0743401,-22.3583447,158.335,11.41,9.188,11.067
1,2,2018,5.416081,0.06112,256.17098,0.129,1.04,170.324325,-22.388177,642.884,14.033,12.238,13.7854
1,2,2018,1422.0,2.504,4036.441,0.083,1.04,170.324325,-22.388177,642.884,14.033,12.238,13.7854
1,1,2018,1728.0,2.729,63.566,0.187,0.91,350.4946927,16.6323305,64.411,8.92,7.349,8.74481
2,1,2018,2.369172,0.03376,6.54,0.084,0.92,342.0316493,-14.4947789,138.671,11.187,9.259,10.9277
1,3,2018,6.2679,0.06839,4.82,0.0,1.09,84.2992798,-80.4646041,18.2702,5.65,4.241,5.5128
1,1,2018,3.2768837,0.04163,56.89157,0.298,0.9,312.4493079,-24.303506,523.067,14.171,12.109,13.8321
1,2,2018,4758.0,5.461,3003.47845,0.2597,0.96,258.0966686,63.3527828,36.1945,8.07,6.269,7.86569
1,1,2018,141.241671,0.534,613.4119,0.496,1.01,293.2815266,45.3096572,921.986,14.616,13.101,14.5027
1,1,2018,1.706291,0.0269,346.4347,0.0,0.89,165.167198,64.9638452,262.706,12.97,10.931,12.7933
2,1,2018,2058.0,2.827,565.7374,0.359,0.71,171.5196515,50.3763099,58.742,10.15,8.013,9.94557
1,1,2018,2.2252577,0.03211,183.38791,0.519,0.89,289.2974275,-60.8917599,414.537,14.074,11.875,13.7643
1,1,2018,2.7439004,0.03649,177.9848,0.279,0.86,84.3267559,-27.9725758,446.035,14.397,12.188,14.1595
1,1,2018,50.818947,0.2573,14.8,0.14,0.88,129.6821253,15.6806039,162.481,11.568,9.748,11.4055
1,2,2018,4340.0,4.97,209.44892,0.114,0.87,198.1818436,-2.2649921,21.0628,7.56,5.475,7.31783
1,1,2018,2.2783152,0.0316,139.8452,0.0,0.81,320.7628761,-40.0484393,355.513,13.085,10.897,12.915
1,1,2018,4.3888497,0.04944,82.95363,0.173,0.84,80.5382418,-30.9708179,362.273,13.562,11.556,13.4014
1,1,2018,4.7423729,0.05367,54.98459,0.559,0.92,6.7026401,-56.3161021,453.808,13.783,11.965,13.527
1,2,2018,0.584249,0.012888,2.59,0.0,0.84,186.8729195,-6.7218474,102.564,10.985,9.05,10.7861
1,2,2018,8.32834,0.07577,21.3,0.0,0.84,186.8729195,-6.7218474,102.564,10.985,9.05,10.7861
1,1,2018,2.1748,0.028,8.0,0.0,0.7,11.4802354,6.3470302,115.461,12.403,9.721,12.0576
1,2,2018,0.2803226,0.00716,5.31,0.0,0.66,350.9170464,-1.1891827,61.8736,11.454,8.401,10.7217
2,4,2018,7.814,0.0679,0.29013,0.042,0.69,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527
2,4,2018,14.697,0.1035,8.9,0.047,0.69,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527
2,4,2018,19.482,0.1249,14.3,0.043,0.69,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527
1,1,2018,4.7369683,0.0526,20.0,0.04,0.86,130.180046,10.9829509,154.83,11.833,9.913,11.7202
2,1,2018,4047.0,4.438,864.4976,0.381,0.82,171.5196515,50.3763099,58.742,10.15,8.013,9.94557
1,1,2018,6.00127,0.05706,6.26,0.41,0.69,206.8461979,-6.1393369,44.526,10.27,7.617,9.89816
1,3,2018,2.4675,0.03308,11.26,0.079,0.79,230.4799011,-20.2317975,67.5062,10.883,8.375,10.4191
1,3,2018,7.06005,0.06666,12.81,0.2002,0.79,230.4799011,-20.2317975,67.5062,10.883,8.375,10.4191
1,3,2018,24.3645,0.15224,21.14,0.1999,0.79,230.4799011,-20.2317975,67.5062,10.883,8.375,10.4191
2,1,2018,1.7690381,0.0261,282.8687,0.0,0.76,322.2537644,-58.8361466,91.299,11.636,9.194,11.3583
1,2,2018,7500.0,5.78,531.72692,0.25,0.45,130.2445254,-23.452809,15.1968,12.4,7.028,10.7539
1,1,2018,15.53209,0.091,7.1,0.0,0.42,264.4764878,18.5959509,8.15728,9.62,5.572,8.73899
2,1,2018,105.9,0.3357,12.2,0.16,0.45,289.2277322,5.1631615,5.91059,9.12,4.673,8.0976
2,2,2018,7600.0,5.4,36.0,0.27,0.38,4.6126677,44.0247296,3.56228,8.09,4.018,7.2162
1,1,2018,15.53,0.091,6.624,0.05,0.43,264.4764878,18.5959509,8.15728,9.62,5.572,8.73899
1,1,2018,15.5314,0.0917,6.64,0.077,0.43,264.4764878,18.5959509,8.15728,9.62,5.572,8.73899
2,1,2018,105.911,0.343,12.214,0.101,0.48,289.2277322,5.1631615,5.91059,9.12,4.673,8.0976
1,2,2018,2.6698,0.0248,5.6,0.14,0.36,130.0266951,19.0923416,79.3002,16.7,11.37,14.9834
1,1,2018,3.0232,0.026,8.0,0.07,0.27,200.7335358,24.4639425,13.743,13.04,7.957,11.6266
1,1,2018,3.6511,0.026,7.4,0.04,0.18,333.4324675,-17.6870623,10.2525,14.01,8.115,12.0807
1,2,2019,35.589,0.1932,30.63,0.325,0.76,51.7501882,-63.500166,16.32,8.08,5.375,7.67906
1,2,2019,203.59,0.338,147.15529,0.4356,0.12,130.3316616,59.4918364,9.48637,15.18,8.668,13.1117
1,2,2019,203.69,0.337,146.20107,0.44,0.12,130.3316616,59.4918364,9.48637,15.18,8.668,13.1117
1,1,2019,3.822,0.039435,13.02,0.109,0.56,150.5865513,48.0824515,14.9545,10.03,6.16,9.26515
1,1,2019,3090.942,4.074,113.9,0.11,0.95,177.5854673,-1.2522989,62.758,9.26,7.495,9.04883
1,1,2019,120.878,0.439,11.2,0.19,0.77,179.5479558,-23.9241221,26.4997,8.7,6.314,8.38479
1,1,2019,1757.39151,3.496,8646.20398,0.597,1.82,214.5387463,38.9669132,153.647,8.21,5.875,7.94061
1,1,2019,7593.40512,7.427,2980.91263,0.726,0.94,289.9998695,-9.32497,47.7458,8.59,6.689,8.36926
1,1,2019,96.045,0.461,34.2,0.23,1.42,325.5917768,-50.0935884,75.2363,7.62,5.979,7.44849
1,1,2019,649.918,1.487,153.1,0.24,1.04,332.3951324,-41.225205,42.2029,7.83,6.31,7.6687
1,1,2019,25.201,0.143,13.0,0.15,0.61,335.5661579,-54.5596006,13.1277,10.24,5.663,8.40444
1,1,2019,84.288,0.362,65.9,0.4,0.89,51.5474155,-30.6168403,29.1328,7.88,6.131,7.68183
1,1,2019,10066.0,10.1,6992.22495,0.12,1.34,353.3319001,-77.3853286,31.1415,5.82,4.306,5.65862
1,1,2019,8615.41549,8.398,6467.80808,0.082,1.06,353.3319001,-77.3853286,31.1415,5.82,4.306,5.65862
1,1,2019,10120.0,9.99,6547.26518,0.162,1.28,353.3319001,-77.3853286,31.1415,5.82,4.306,5.65862
1,5,2019,17.667,0.121,17.92,0.0,0.75,55.4590314,-62.7672667,39.0341,9.73,7.207,9.38476
1,5,2019,29.625,0.17,17.18,0.0,0.75,55.4590314,-62.7672667,39.0341,9.73,7.207,9.38476
1,1,2019,2.0455,0.034,11.8,0.22,1.22,56.2563447,-70.0245193,54.9004,7.57,6.172,7.42496
1,1,2019,6134.427,6.248,2884.92845,0.341,0.86,59.4335463,-20.2673347,37.433,8.87,6.806,8.59876
1,1,2019,3.2498,0.041,8.5,0.14,0.87,88.6260731,-19.7044472,23.2599,7.51,5.756,7.32113
1,1,2019,45.791,0.246,17.8,0.12,0.95,117.982556,-11.0337221,31.5262,7.71,6.046,7.52581
1,1,2019,158.991,0.533,66.6,0.2,0.8,20.5314418,-26.8940678,30.6862,8.76,6.504,8.47487
1,1,2019,41.516,0.217,12.7,0.16,0.79,109.0449329,-3.6661273,33.1562,9.01,6.674,8.70829
1,2,2019,7.76,0.063,8.62,0.2,0.57,166.8643532,-19.2916857,18.7168,10.38,6.62,9.64076
1,2,2019,15.144,0.099,12.44,0.2,0.57,166.8643532,-19.2916857,18.7168,10.38,6.62,9.64076
1,1,2019,87.19,0.335,18.8,0.21,0.66,218.2158073,-52.6464757,32.3311,10.53,7.242,9.95835
1,2,2019,20.4415,0.14728,4.6,0.014,1.02,298.3738383,40.6184483,1131.64,14.795,13.238,14.854
1,2,2019,13.6088,0.112293,9.0,0.0114,1.02,298.3738383,40.6184483,1131.64,14.795,13.238,14.854
2,3,2019,187.366,0.6992,19.02,0.024,0.96,295.2978883,46.9204303,1025.02,15.31,13.535,15.1626
1,5,2019,75.732,0.3395,20.9,0.0014,0.91,292.8733696,42.9661583,904.326,15.131,13.518,15.1377
3,2,2019,5.3587657,0.03813,2.87,0.11,0.26,45.4624781,-16.5944956,6.86929,10.59,6.496,10.0469
2,1,2019,3225.0,3.12,4497.2945,0.12,0.42,305.001946,4.6323715,820.877,13.296,13.945,13.2452
1,2,2019,4.91,0.0252,1.05,0.0,0.09,43.2691449,16.8649024,3.83078,15.13,7.585,12.2746
1,2,2019,11.409,0.0443,1.11,0.0,0.09,43.2691449,16.8649024,3.83078,15.13,7.585,12.2746
3,4,2019,24.1399,0.1719,203.41018,0.134,1.17,61.331654,20.1570318,108.199,10.115,8.094,10.0702
3,4,2019,8.24892,0.0841,76.27882,0.3,1.17,61.331654,20.1570318,108.199,10.115,8.094,10.0702
3,4,2019,12.4058,0.1103,98.52681,0.2,1.17,61.331654,20.1570318,108.199,10.115,8.094,10.0702
3,4,2019,40.2,0.2409,368.68095,0.1,1.17,61.331654,20.1570318,108.199,10.115,8.094,10.0702
2,2,2019,2.1558,0.035,55.2,0.015,1.22,24.3544618,-45.6777937,123.483,9.28,8.131,9.16617
1,2,2019,1192.77951,2.68,3222.46222,0.314,1.79,86.8212337,-51.066148,19.7442,3.85,3.526,3.82015
1,2,2019,1200.0,2.7,2860.47,0.24,1.75,86.8212337,-51.066148,19.7442,3.85,3.526,3.82015
3,1,2019,16510.0,11.55,1032.9475,0.26,0.75,330.8714021,-56.7969023,3.63857,4.69,2.237,4.34562
1,1,2019,1758.0,3.184,10806.16584,0.598,1.6,214.5387463,38.9669132,153.647,8.21,5.875,7.94061
1,2,2019,517.8,1.566,634.38868,0.011,1.91,319.2250346,27.2582799,188.546,8.23,5.877,7.95929
1,2,2019,946.6,2.342,592.43512,0.028,1.91,319.2250346,27.2582799,188.546,8.23,5.877,7.95929
1,1,2019,1756.2,3.16,7043.1128,0.591,1.36,214.5387463,38.9669132,153.647,8.21,5.875,7.94061
1,2,2019,996.0,2.153,276.5121,0.08,1.34,99.171276,-19.2561808,19.8101,3.95,1.564,3.67853
1,1,2019,14.2767,0.1228,60.5,0.115,1.21,353.0331863,-21.8012007,95.5483,8.15,6.043,7.90776
1,1,2019,3.84937278,0.0544,1868.8404,0.0628,1.45,294.3565559,38.9473424,788.238,11.62,10.195,11.42
2,1,2019,3.308958,0.05208,323.23311,0.038,1.72,319.6995877,-26.6163743,161.498,8.324,6.959,8.22688
1,1,2019,4.324799,0.06043,191.33366,0.019,1.57,180.165072,-45.7994559,564.409,11.477,10.251,11.4877
1,1,2019,5.6114118,0.0681,178.30263,0.0,1.34,127.3872297,-12.9447683,627.066,12.167,10.483,11.7206
1,1,2019,9.47725,0.0914,1722.6386,0.3806,1.13,316.6318791,-26.6928654,342.831,11.299,9.722,11.1927
2,1,2019,38350.0,22.8,1052.01203,0.875,1.07,206.7357992,6.3498994,31.4607,6.33432,4.851,6.17464
2,1,2019,27000.0,18.0,1026.5909,0.84,1.07,206.7357992,6.3498994,31.4607,6.33432,4.851,6.17464
1,1,2019,10090.0,10.15,7278.27052,0.14,1.35,353.3319001,-77.3853286,31.1415,5.82,4.306,5.65862
1,1,2019,22482.0,18.5,3082.951,0.42,1.67,353.3319001,-77.3853286,31.1415,5.82,4.306,5.65862
1,1,2019,3.8186244,0.0504,344.52772,0.0,1.17,171.8450533,-44.0887035,757.84,12.612,11.104,12.4407
1,1,2019,5.1817,0.0627,181.1631,0.0,1.23,209.51701,-30.348153,663.231,12.771,11.262,12.5673
1,1,2019,5.2072,0.0664,138.89171,0.078,1.44,27.407731,-34.4590985,137.94,8.57,7.437,8.45824
2,1,2019,43000.0,25.0,1004.33777,0.886,1.1,206.7357992,6.3498994,31.4607,6.33432,4.851,6.17464
1,1,2019,4.7869491,0.06555,1137.8314,0.0,1.65,130.5056385,3.7105662,341.263,9.774,9.28,9.77332
1,1,2019,5.857487,0.07037,797.7533,0.262,1.35,112.965421,-73.6060358,336.267,11.39,9.94,11.3408
1,1,2019,9.38755,0.0904,311.4734,0.24,1.12,214.0595791,-19.5423062,279.35,11.101,9.505,10.8949
1,1,2019,5.857342,0.0583,556.2025,0.0,1.25,112.965421,-73.6060358,336.267,11.39,9.94,11.3408
1,1,2019,1.8882378,0.03632,4100.007,0.18,1.78,109.1045212,-31.2443947,1458.83,12.227,12.04,12.586
1,1,2019,5.367753,0.0663,317.83,0.0,1.35,7.7095292,-40.5734613,542.251,11.645,10.65,11.6333
1,1,2019,2.74432452,0.04739,2154.8874,0.0,1.89,74.5523332,9.9979794,330.739,9.47,8.963,9.45174
1,1,2019,5.55149,0.067,1334.87931,0.05,1.3,161.9090273,71.655727,96.5173,8.34,7.154,8.23752
1,1,2019,4.231306,0.058,387.7526,0.0,1.44,79.7682532,-71.8955269,411.719,11.467,10.124,11.2193
1,1,2019,2.5441765,0.037,239.32479,0.0,1.05,200.6348641,-44.6888393,748.585,13.937,12.17,13.7762
1,1,2019,2.032046,0.0352,597.5204,0.0,1.41,358.5151344,37.0218242,705.981,13.134,11.561,12.9275
1,1,2019,4.12688,0.0568,371.8611,0.091,1.43,7.3289156,-76.304032,196.852,9.595,8.595,9.52025
1,1,2019,3.71495,0.0474,117.91493,0.0,1.03,157.4123405,70.5270835,281.498,11.71,9.937,11.3494
1,1,2019,3.3448412,0.0545,448.1403,0.0,1.93,227.270329,-42.7049658,427.678,9.946,9.703,9.91226
1,2,2019,10400.0,10.1,1010.69433,0.241,1.25,103.008075,-33.915267,46.2845,7.21,5.836,7.0564
1,1,2019,3.3769848,0.0451,47.03884,0.0,1.08,311.673345,-41.8209828,327.602,11.98,10.431,11.917
3,2,2019,9.21165,0.0923,10.9,0.0,1.19,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
3,2,2019,48.36685,0.305,246.00042,0.0,1.19,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
1,1,2019,2.5441828,0.03763,241.5508,0.126,1.1,200.6348641,-44.6888393,748.585,13.937,12.17,13.7762
1,1,2019,2.8786765,0.0408,731.009,0.0,1.09,223.6587187,-38.7445469,508.885,12.678,11.137,12.5347
1,1,2019,7450.0,7.52,3219.60176,0.7254,1.01,289.9998695,-9.32497,47.7458,8.59,6.689,8.36926
1,1,2019,7462.0575,7.52,2660.2371,0.73,1.01,289.9998695,-9.32497,47.7458,8.59,6.689,8.36926
1,1,2019,5.5514926,0.06969,1646.3594,0.077,1.46,161.9090273,71.655727,96.5173,8.34,7.154,8.23752
1,1,2019,2.8641424,0.04421,225.34147,0.038,1.41,277.4780753,85.2333208,234.149,10.521,9.241,10.4575
2,1,2019,4.2180896,0.05798,327.3649,0.168,1.46,186.7873036,-48.9784105,403.591,11.572,10.289,11.7679
1,1,2019,1.645321,0.0286,233.92288,0.0,1.16,284.4439052,69.5708373,559.068,12.868,11.382,12.6978
1,1,2019,3.3448285,0.0558,527.5978,0.0,2.07,227.270329,-42.7049658,427.678,9.946,9.703,9.91226
1,1,2019,16.9841,0.13,24.5,0.04,1.0,205.3758786,-9.9460704,114.293,9.885,8.407,9.75597
1,2,2019,8360.0,8.26,893.09782,0.355,1.08,160.7021351,-2.1847173,34.6538,7.31637,5.721,7.13929
1,1,2019,5.44354,0.0641,32.10083,0.0,1.19,144.8751047,-20.9824191,114.173,9.351,8.032,9.257
1,2,2019,14.0726,0.1059,12.77,0.09,0.8,103.7137102,-55.2600189,35.0553,8.17,6.328,7.96058
1,2,2019,95.9446,0.3809,14.31,0.14,0.8,103.7137102,-55.2600189,35.0553,8.17,6.328,7.96058
1,1,2019,3.0652907,0.04403,314.6517,0.0,1.21,166.3187996,-34.1227453,539.36,12.959,11.471,12.7065
1,2,2019,4.75642,0.05245,7.2,0.17,0.85,36.8678846,-27.6361171,44.8155,9.1,7.044,8.85598
1,2,2019,17.1784,0.1235,8.79,0.19,0.85,36.8678846,-27.6361171,44.8155,9.1,7.044,8.85598
1,1,2019,7504.0,7.43,2892.2385,0.792,0.97,289.9998695,-9.32497,47.7458,8.59,6.689,8.36926
2,5,2019,5.3135,0.0529,1.93,0.1,0.7,50.0139757,-28.7841175,35.9715,8.48,6.553,8.2372
2,5,2019,13.8905,0.1004,5.33,0.09,0.7,50.0139757,-28.7841175,35.9715,8.48,6.553,8.2372
2,5,2019,29.158,0.1647,10.61,0.11,0.7,50.0139757,-28.7841175,35.9715,8.48,6.553,8.2372
2,5,2019,85.5073,0.3374,14.03,0.06,0.7,50.0139757,-28.7841175,35.9715,8.48,6.553,8.2372
1,2,2019,22.6786,0.1455,8.23,0.12,0.8,51.8040469,-58.3232726,33.255,7.95,6.193,7.75701
1,2,2019,53.7357,0.2586,17.37,0.07,0.8,51.8040469,-58.3232726,33.255,7.95,6.193,7.75701
1,1,2019,4.43527,0.058,921.707,0.06,1.34,141.9206435,-19.3476477,609.128,12.868,11.452,12.6547
1,3,2019,11.57779,0.0969,4.62,0.079,0.91,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,27.5909,0.1729,11.29,0.037,0.91,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,107.63,0.4285,10.5,0.075,0.91,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,2,2019,1.008035,0.02012,8.83,0.0,1.07,338.9837166,-59.864829,48.0883,7.95,6.419,7.80173
1,2,2019,4.78503,0.056798,19.95,0.0,1.07,338.9837166,-59.864829,48.0883,7.95,6.419,7.80173
1,2,2019,5.8858,0.0641,11.91857,0.18,1.01,96.1820205,-28.7806402,21.9532,6.383,4.871,6.21037
1,2,2019,13.1407,0.1095,10.9333,0.48,1.01,96.1820205,-28.7806402,21.9532,6.383,4.871,6.21037
1,3,2019,11.5824,0.0934,4.81,0.14,0.81,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,11.57797,0.0964,4.72,0.0,0.87,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,27.59221,0.1721,11.24,0.0,0.87,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,27.5821,0.1666,10.8,0.04,0.81,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,107.5983,0.4128,8.58,0.09,0.81,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,3,2019,107.245,0.425,8.82,0.0,0.87,230.4401147,-48.3188174,14.682,5.65,4.159,5.48495
1,2,2019,11611.2975,10.5,1166.4361,0.46,1.15,160.7021351,-2.1847173,34.6538,7.31637,5.721,7.13929
1,1,2019,6360.0,6.45,2993.94359,0.341,0.86,59.4335463,-20.2673347,37.433,8.87,6.806,8.59876
1,1,2019,6019.32,6.19,1423.8784,0.39,0.86,59.4335463,-20.2673347,37.433,8.87,6.806,8.59876
1,4,2019,18.57,0.1462,24.27,0.083,1.21,86.7761233,-10.6303217,62.5388,7.98,6.69,7.85032
1,4,2019,6.584,0.0733,9.6,0.057,1.21,86.7761233,-10.6303217,62.5388,7.98,6.69,7.85032
1,4,2019,2.882,0.0422,3.35,0.07,1.21,86.7761233,-10.6303217,62.5388,7.98,6.69,7.85032
1,4,2019,5.516,0.0651,4.13,0.07,1.21,86.7761233,-10.6303217,62.5388,7.98,6.69,7.85032
1,1,2019,4.2042001,0.05412,292.72143,0.092,1.2,114.2833819,-32.7554188,609.838,13.525,12.02,13.3498
1,2,2019,11.8482,0.0974,11.66,0.36,0.88,46.9090081,-72.3219221,41.8316,8.39,6.647,8.19184
1,2,2019,33.9239,0.1964,14.44,0.1,0.88,46.9090081,-72.3219221,41.8316,8.39,6.647,8.19184
1,1,2019,2.4997,0.035,295.5819,0.01,0.89,328.9759206,-14.0684399,428.976,13.69,11.642,13.4954
1,2,2019,8619.9,9.02,931.2419,0.0,1.31,103.008075,-33.915267,46.2845,7.21,5.836,7.0564
2,1,2019,2.255251,0.03302,298.12454,0.0,0.94,232.1466406,66.3587097,126.261,10.308,8.904,10.182
2,1,2019,3.409264,0.048,286.047,0.0,1.3,123.3922465,-1.9827874,253.985,10.655,9.812,10.9134
1,2,2019,3.2696,0.0444,10.1,0.45,1.09,227.6847587,-61.4223747,24.0125,6.29,4.836,6.13951
1,2,2019,1291.5646,2.3928,29.29,0.11,1.09,227.6847587,-61.4223747,24.0125,6.29,4.836,6.13951
1,3,2019,16.5535,0.1254,10.47,0.1,0.96,73.9096193,-23.2413163,38.4473,7.49,6.049,7.33222
1,3,2019,51.2053,0.2663,14.16,0.04,0.96,73.9096193,-23.2413163,38.4473,7.49,6.049,7.33222
1,3,2019,271.6737,0.8098,11.82,0.24,0.96,73.9096193,-23.2413163,38.4473,7.49,6.049,7.33222
1,2,2019,5.8854,0.0644,12.19,0.07,1.03,96.1820205,-28.7806402,21.9532,6.383,4.871,6.21037
1,2,2019,13.1354,0.11,8.81,0.07,1.03,96.1820205,-28.7806402,21.9532,6.383,4.871,6.21037
1,1,2019,2.350621,0.03493,1000.21101,0.028,1.03,60.9482779,-19.0568182,279.485,12.333,10.707,12.1816
2,4,2019,4.34934,0.04899,2.1,0.043,0.83,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
1,1,2019,2.225177,0.03261,6.49,0.0,0.93,76.44594,21.548199,90.0562,10.014,8.353,9.86639
1,1,2019,1.3373508,0.019,20.6,0.0,0.75,89.5988945,-30.8117992,280.555,13.138,11.073,12.9092
1,1,2019,3.3569866,0.0382,72.78307,0.0,0.66,221.0582692,5.6053735,306.779,13.789,11.612,13.526
1,3,2019,4.65382,0.05186,9.5,0.194,0.86,23.5934253,-66.6763495,111.059,11.023,8.995,10.718
1,3,2019,9.15059,0.0814,6.63,0.066,0.86,23.5934253,-66.6763495,111.059,11.023,8.995,10.718
1,2,2019,4.75615,0.0522,7.51,0.09,0.9,36.8678846,-27.6361171,44.8155,9.1,7.044,8.85598
1,2,2019,17.1784,0.1268,8.11,0.05,0.9,36.8678846,-27.6361171,44.8155,9.1,7.044,8.85598
1,5,2019,17.667087,0.1162,8.32,0.072,0.67,55.4590314,-62.7672667,39.0341,9.73,7.207,9.38476
1,5,2019,29.79749,0.1646,3.41,0.063,0.67,55.4590314,-62.7672667,39.0341,9.73,7.207,9.38476
1,2,2019,35.61253,0.1915,22.7,0.188,0.73,51.7501882,-63.500166,16.32,8.08,5.375,7.67906
1,1,2019,1.540731,0.0234,378.2177,0.0,0.72,160.748095,60.9641194,213.771,14.023,11.104,13.6871
1,2,2019,34.556,0.2069,200.0,0.029,0.87,73.9800129,-63.2603301,177.945,12.324,10.218,12.1631
1,2,2019,17.089,0.1293,30.0,0.132,0.87,73.9800129,-63.2603301,177.945,12.324,10.218,12.1631
2,1,2019,13.8508,0.0905,5.63,0.363,0.52,15.6687321,62.3454386,9.8528,9.56,5.371,8.66282
1,1,2019,0.882059,0.01677,425.57437,0.0,0.77,75.795382,-30.3994612,308.262,14.237,11.65,13.8175
1,1,2019,24.16,0.1344,9.0,0.0,0.55,263.8960378,61.6793482,14.3155,9.98,6.066,9.1671
1,4,2019,2.2531136,0.02191,0.4,0.103,0.27,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,4,2019,3.6906777,0.0304,2.22,0.103,0.27,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,4,2019,7.4507245,0.0486,1.94,0.074,0.27,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,3,2019,3.3601538,0.03197,1.58,0.034,0.39,68.4160804,-51.9573937,22.4793,12.603,8.251,11.6306
1,3,2019,5.6605731,0.04526,6.15,0.027,0.39,68.4160804,-51.9573937,22.4793,12.603,8.251,11.6306
1,3,2019,11.379573,0.0721,4.78,0.032,0.39,68.4160804,-51.9573937,22.4793,12.603,8.251,11.6306
1,2,2019,3.9663,0.0327,7.1,0.16,0.36,130.0266951,19.0923416,79.3002,16.7,11.37,14.9834
1,1,2019,5.746007,0.0385,11.7,0.0,0.29,134.7188514,21.0747961,27.9276,13.821,9.19,12.7331
1,4,2019,2.2531,0.02282,1.01,0.12,0.31,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,4,2019,3.6904,0.0317,2.42,0.07,0.31,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,4,2019,7.4512,0.0506,2.31,0.09,0.31,124.5328604,-68.3144658,10.6194,11.685,7.101,10.5976
1,1,2019,14.4399,0.0876,13.3,0.183,0.43,319.1147513,2.5807711,17.6297,11.961,7.324,10.8595
1,1,2019,13.352,0.082,16.57,0.37,0.41,336.3221454,59.412503,21.3362,12.903,7.887,11.6605
3,2,2019,5.35882,0.03807,2.2,0.19,0.26,45.4624781,-16.5944956,6.86929,10.59,6.496,10.0469
1,3,2019,4.9899093,0.02961,7.1,8.0E-5,0.14,165.6904843,-16.4064445,26.4927,16.91,10.644,15.0715
1,2,2020,8.4629991,0.0645,20.12,0.186,0.5,311.2911369,-31.34245,9.7221,8.81,4.529,7.84038
1,2,2020,8.46321,0.066,57.2094,0.1,0.5,311.2911369,-31.34245,9.7221,8.81,4.529,7.84038
1,2,2020,8.463,0.0645,17.0,0.0,0.5,311.2911369,-31.34245,9.7221,8.81,4.529,7.84038
1,3,2020,3.204,0.021,1.37,0.31,0.12,54.0032486,-44.5143104,3.67278,12.7,6.61,10.9889
1,3,2020,6.689,0.035,1.74,0.29,0.12,54.0032486,-44.5143104,3.67278,12.7,6.61,10.9889
1,3,2020,13.031,0.054,1.64,0.53,0.12,54.0032486,-44.5143104,3.67278,12.7,6.61,10.9889
1,1,2020,0.5182349,0.00916,2.09,0.0,0.38,306.9286462,-56.4622865,20.373,12.68,7.915,11.2364
1,3,2020,106.3,0.309,7.56,0.14,0.43,73.460097,-17.776194,11.9407,10.914,6.598,9.93395
1,1,2020,69.971,0.283,16.2,0.72,0.62,108.0194945,-24.8921008,28.4434,10.37,6.89,9.72281
2,2,2020,121.995,0.339,7.268,0.19,0.58,92.6435993,-21.8677233,5.75624,8.15,4.166,7.30724
2,2,2020,121.93268,0.384,8.58137,0.366,0.51,92.6435993,-21.8677233,5.75624,8.15,4.166,7.30724
1,1,2020,11.949,0.079,8.2,0.22,0.47,18.6432425,-53.9407751,16.6186,11.041,6.966,10.2011
1,2,2020,1599.6,1.292,63.56568,0.0183,0.12,130.3316616,59.4918364,9.48637,15.18,8.668,13.1117
1,3,2020,36.059,0.178,5.223,0.07,0.48,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,1,2020,9.567,0.068,13.2,0.1,0.45,189.7134226,11.6950708,14.2358,11.49,6.691,10.3249
1,2,2020,727.562,1.165,16.0,0.4,0.4,264.1041731,68.3336741,4.54939,9.15,4.548,8.02754
1,1,2020,767.887,0.87,71.6,0.33,0.15,30.0588307,13.0443172,4.471,12.71,6.648,10.6711
1,2,2020,0.719573,0.01661,5.72,0.0,1.18,140.3390845,14.3678691,109.86,9.452,8.018,9.30733
1,2,2020,1021.20159,3.233,7668.5638,0.097,4.3,144.2715659,81.3263096,269.126,4.26489,0.779,3.80122
1,1,2020,55.199,0.243,12.9,0.18,0.63,327.4977057,-41.2440371,23.6434,10.56,7.139,9.93207
2,2,2020,60.722,0.256,8.1,0.17,0.61,118.5439118,-25.3023073,17.7886,9.75,6.169,9.08528
